PIId,0
046201DF-773B-4DBE-99E4-089E1DF6C554,100
E15DB891-4338-45D6-AEA4-0005758A9A6A,92
4D2CD7CB-8731-4355-A0A6-CE0E8021A703,76
2A2990B1-E1E1-4888-8848-7C256C3A3B43,68
0BF12FB6-EEAD-4536-BC76-BA5D67259245,67
0DB70FB4-2194-443B-BA03-B294F19228AC,61
218D3F38-3BED-44CA-9889-B933CAB39802,55
2B3C7059-1F9C-43CC-B754-4E0F6F1DB19F,48
CA12E9D6-DD0C-4152-A344-C3E6A1054185,45
CCA35CBF-B6BC-4E98-84A5-404BF8304B1B,42
6DB33BF0-3EA1-420D-9875-85B72E852F6A,41
A10997AA-D8CE-49AD-B2D8-1EF46772A2C0,38
670538DA-5B47-4CD2-940F-203E8484DB9B,38
77EAFF72-9A8B-4F11-9BE4-832B5A83E14D,37
7300F58C-5309-42D5-A146-F806C5FA7814,34
BC9CB8DB-5EDD-421B-A3AE-859AC8270DF8,33
40505E6E-D270-4E83-8C39-30B5C1D2C372,29
360B9CD8-1313-42BE-9A59-4281C517C279,29
907C1310-E1DA-40E6-B8C6-91868EA704A6,26
BC1C7F29-F618-4B65-A1DE-2E12967FB298,26
3453D3B2-3261-4CF6-A35C-BF9A6C517DF5,25
32EADEB5-487B-4058-9ABB-C16C18E9114F,24
2071445C-0ECA-4A46-B7E2-3BF489F3DB52,23
F5E50EC5-49B5-4282-A954-5C7BFC66B0AC,22
70871309-2550-4E87-B354-6EF0CF7849FE,22
B891574A-CF0B-4FD1-91C6-DAA92123005E,21
8381020E-421A-4A48-BBFE-D507ECD83324,21
21C6DDE0-BAD0-4BE9-BC4D-6C9C3E5BC98C,21
5AE2FAD2-208D-4909-9F09-F2D642F32A75,20
E8B59A50-5BD9-4D80-8E0E-15D5D6060055,20
2A915F85-5B36-43DB-B608-B5600C68BE24,20
810CCEAA-C0F3-4C33-8E24-0D4143538CF4,19
F51FAC2E-5696-4D0D-835A-1BCFEA68154A,19
A901E55A-AEDC-4CFE-A020-D17C51705D56,19
