1,0
200,3943
202,3
400,71
401,11
403,105
404,430
409,1
410,24
414,5
421,41
429,3
431,18
495,1
500,33
502,3
503,15
ConnectionError,252
ReadTimeoutError,3
TooManyRedirectsError,207
