1,0,2
200,4972,4972
202,2,2
400,24,24
401,12,12
403,295,295
404,570,570
405,14,14
406,1,1
421,38,38
495,2,2
500,6,6
501,1,1
502,4,4
503,8,8
522,1,1
523,1,1
ConnectionError,384,0
ReadTimeoutError,17,0
Response,1,1
TooManyRedirectsError,309,0
